CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,41110000,41310000,41510000,41190000,80110000,80210000,80410000,80420000,80490000,83510000,82310000,83310000,83220000,79910000,79970000,84120000,86610000
8250050.06,0050.06,825,Calgary,B,48825,48,Alberta,0,0,0,0,2,3,3,0,5,0,0,0,1,0,0,0,2
2050012.00,0012.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,10,4,3,0,12,1,0,0,2,3,0,0,8
4210320.05,0320.05,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0
5050140.07,0140.07,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,3,2,2,0,1,1,0,0,0,0,0,0,3
5050180.02,0180.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,4,1,2,2,0,0,0,0,2,0,0,0
4210600.03,0600.03,421,Québec,B,24421,24,Quebec / Québec,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0
5350351.02,0351.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470005.00,0005.00,447,Drummondville,K,24447,24,Quebec / Québec,0,0,0,0,3,2,0,0,2,2,0,0,0,1,0,0,4
4210850.02,0850.02,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
5050036.00,0036.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,4,5,1,0,3,1,0,1,7,2,0,0,1
5390242.02,0242.02,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,2,5,4,1,0,7,2,0,2,0,0,0,9
5350250.02,0250.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,6,1,0,1,0,0,0,1,0,1,0,15
5350830.00,0830.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
9330210.00,0210.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,73,3,3,0,2,0,0,0,4,1,0,0,14
2050008.00,0008.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,2,20,17,2,7,10,0,3,2,4,4,0,3,14
4590002.00,0002.00,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6020540.03,0540.03,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3
9330046.00,0046.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,16,15,7,2,7,3,0,1,4,7,0,0,6
3200002.00,0002.00,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,9,12,0,4,7,0,0,0,12,0,0,2,5
5350182.00,0182.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,18,0,0,0,2,0,0,0,2,0,0,0,4
8250042.00,0042.00,825,Calgary,B,48825,48,Alberta,22,0,0,47,79,76,36,92,119,40,1,3,106,37,14,10,56
9330182.05,0182.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
5350243.01,0243.01,535,Toronto,B,35535,35,Ontario,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3
4621004.00,1004.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,7,1,6,0,1,1,0,2,2,0,0,5
5350378.16,0378.16,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9700023.00,0023.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
5390331.02,0331.02,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,1,2
5500009.06,0009.06,550,Guelph,B,35550,35,Ontario,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8350090.19,0090.19,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
2050111.00,0111.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,1,1,0,0,4,2,0,0,4,0,0,0,12
5410108.03,0108.03,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,2,0,0,1,1,0,6,6,5,1,0,0,2,3,0,0,1
9330059.06,0059.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,3,19,9,0,1,1,0,1,0,11,7,1,4,8
4620827.02,0827.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,2,1,4,4,1,0,0,4,0,1,5
9380016.00,0016.00,938,Nanaimo,K,59938,59,British Columbia / Colombie-Britannique,0,0,0,0,3,7,1,0,0,7,0,0,0,1,0,0,5
8350002.03,0002.03,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,6,0,0,4,3,0,0,0,2,0,0,1
8350006.14,0006.14,835,Edmonton,B,48835,48,Alberta,0,0,0,0,12,5,2,2,1,0,0,0,2,1,0,0,1
5680015.02,0015.02,568,Barrie,B,35568,35,Ontario,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,5
5370023.00,0023.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
5350262.02,0262.02,535,Toronto,B,35535,35,Ontario,1,0,0,2,2,1,0,0,0,1,0,0,3,2,1,0,12
5370224.00,0224.00,537,Hamilton,B,35537,35,Ontario,1,0,0,1,1,3,1,0,0,3,1,0,0,2,1,0,8
3200009.00,0009.00,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7
8350052.01,0052.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,4,6,0,0,1,0,0,0,2,3,0,0,0
5350521.02,0521.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2
8350166.00,0166.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,1,5
5350611.00,0611.00,535,Toronto,B,35535,35,Ontario,0,0,0,2,0,0,0,0,1,2,0,0,0,2,0,0,4
9330221.04,0221.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,15
5370141.00,0141.00,537,Hamilton,B,35537,35,Ontario,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,13
5350512.00,0512.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,11,8,3,4,4,0,0,0,3,1,0,0,3
4620725.07,0725.07,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,2
5350206.02,0206.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,3,1,0,1,1,0,0,1,2,0,0,12
5210113.01,0113.01,521,Kingston,B,35521,35,Ontario,1,0,0,3,0,4,4,0,3,3,0,1,2,1,0,0,10
4620625.01,0625.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3
9330069.00,0069.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,2,2,0,1,0,4,1,0,2,1,2,14,8
5350013.00,0013.00,535,Toronto,B,35535,35,Ontario,0,0,0,2,1,4,1,2,1,1,0,1,8,4,0,3,0
8250202.00,0202.00,825,Calgary,B,48825,48,Alberta,0,1,0,0,1,2,1,0,0,4,1,0,0,1,0,0,5
4210113.01,0113.01,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,2,7,8,0,18,1,0,0,3,0,0,0,3
5800193.01,0193.01,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,0,0,0,0,0,3,2,3,0,2,0,0,0,0,0,0,1
5350111.00,0111.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
4620234.00,0234.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
5350521.01,0521.01,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4620886.01,0886.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,6,0,0,0,1,1,0,0,0
4620686.02,0686.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5350520.10,0520.10,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,5,3,0,3,0,0,0,0,0,0,0,1
8050002.00,0002.00,805,Medicine Hat,K,48805,48,Alberta,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,2
5370010.00,0010.00,537,Hamilton,B,35537,35,Ontario,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,5
5350285.00,0285.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2
5350576.48,0576.48,535,Toronto,B,35535,35,Ontario,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
8350053.00,0053.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,1,0,0,1,1,0,0,5,2,1,0,7
5350077.00,0077.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,2
9330056.01,0056.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,5,0,0,0,0,1,0,0,1,4,0,0,0,10
5050903.00,0903.00,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050182.00,0182.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
8350024.01,0024.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4620015.00,0015.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5350296.00,0296.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1
4420205.02,0205.02,442,Trois-Rivières,B,24442,24,Quebec / Québec,0,0,0,0,5,3,4,3,6,0,0,0,0,1,0,0,3
4210041.08,0041.08,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
9330229.00,0229.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,1,0,4,21,5,0,2,2,5,0,0,0,2,0,0,13
4620875.00,0875.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5590012.00,0012.00,559,Windsor,B,35559,35,Ontario,0,0,0,0,12,8,14,11,4,1,0,0,2,4,2,0,0
9330035.02,0035.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,19
6020510.03,0510.03,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,4,17,4,2,1,2,0,0,0,2,0,0,0
4620929.01,0929.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,2,0,0,1,2,0,0,0,1,0,0,3
5410001.03,0001.03,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
8350033.02,0033.02,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2
5350516.04,0516.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,12,10,2,4,5,1,1,0,1,2,1,0,5
8350104.24,0104.24,835,Edmonton,B,48835,48,Alberta,0,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,2
8350075.12,0075.12,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,4,3,1,0,0,0,0,2,2,0,0,0
5500005.00,0005.00,550,Guelph,B,35550,35,Ontario,0,0,0,0,3,0,1,0,0,2,0,0,1,1,0,0,4
5210104.00,0104.00,521,Kingston,B,35521,35,Ontario,1,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,11
5350576.18,0576.18,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4620004.00,0004.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,6,2,6,1,4,0,0,1,2,0,0,5
5350306.01,0306.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
5350472.00,0472.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,2,0,0,1,2,0,0,0,1,1,0,3
5320102.02,0102.02,532,Oshawa,B,35532,35,Ontario,0,0,0,0,6,3,0,2,2,4,0,1,5,3,0,1,3
5350620.05,0620.05,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4210111.00,0111.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,3,4,0,5,13,2,0,1,1,3,0,0,2
4620706.00,0706.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,7,2,2,3,2,0,0,1,0,0,0,2
8350051.01,0051.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2
4620826.11,0826.11,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,1,0,0,1,2,0,0,0,2,0,0,3
5350562.02,0562.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,3,0,1,2,3,0,0,0,1,0,0,5
0010005.02,0005.02,001,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,0,0,0,5,1,3,1,0,0,0,0,2,2,0,0,13
4590200.00,0200.00,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,4,2,0,1,5,3,0,0,0,3,0,0,1
5350528.43,0528.43,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2050021.00,0021.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,5
5350126.00,0126.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,1,2,4,2,0,0,2,2,0,0,3
5370142.02,0142.02,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
5390017.02,0017.02,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,4,2,2,0,0,6,0,0,0,0,0,0,11
5350322.01,0322.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,9,10,1,4,3,1,0,0,2,0,0,0,2
4210116.00,0116.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,2,6,1,0,19,5,0,2,2,4,0,1,8
9350102.00,0102.00,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,4,6,0,1,5,1,0,0,5,2,0,0,8
4620611.01,0611.01,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
7050004.00,0004.00,705,Regina,B,47705,47,Saskatchewan,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1
8350009.00,0009.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,4
5550234.00,0234.00,555,London,B,35555,35,Ontario,0,0,0,2,1,0,0,0,1,2,1,0,3,0,0,1,12
4330110.06,0110.06,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,1,4,2,2,1,2,0,0,2,2,0,0,5
7250001.00,0001.00,725,Saskatoon,B,47725,47,Saskatchewan,0,0,0,0,8,4,1,0,3,1,0,0,3,0,0,2,13
4620929.02,0929.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
5320006.00,0006.00,532,Oshawa,B,35532,35,Ontario,0,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,6
4620052.00,0052.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,0,1,6,2,0,0,5,3,0,0,0
4620055.02,0055.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4620083.00,0083.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,1,1,0,1,1,0,0,3,0,0,3
4500002.00,0002.00,450,Granby,K,24450,24,Quebec / Québec,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4
4620038.00,0038.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5350516.17,0516.17,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
4620084.00,0084.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
4330001.00,0001.00,433,Sherbrooke,B,24433,24,Quebec / Québec,1,0,0,0,2,0,0,2,2,1,0,0,1,0,0,0,4
5370020.00,0020.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,7,5,5,6,5,1,0,0,1,0,1,0,4
9350153.00,0153.00,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,1,0,0,0,0,0,1,3,0,1,2,1,2,0
4210170.06,0170.06,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590014.00,0014.00,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
9330190.05,0190.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,3,1,0,0,0,2,0,0,2,0,0,0,9
8350006.06,0006.06,835,Edmonton,B,48835,48,Alberta,0,0,0,0,9,12,7,2,4,4,0,0,0,1,0,0,1
5680014.00,0014.00,568,Barrie,B,35568,35,Ontario,0,0,0,0,2,1,0,0,1,2,0,0,3,0,0,0,6
4620611.02,0611.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,8,0,0,0,2,0,0,3,0,0,0,2
4620725.06,0725.06,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3100131.00,0131.00,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,3,17
5050821.01,0821.01,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1
4590003.00,0003.00,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4210101.00,0101.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,3,4,3,0,9,1,0,1,4,1,0,5,2
5320001.00,0001.00,532,Oshawa,B,35532,35,Ontario,0,0,0,0,0,0,1,1,1,2,0,0,1,3,0,0,6
5350227.00,0227.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,2,3,0,2,0,0,0,0,1,0,0,2
4620726.03,0726.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2
6020052.00,0052.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350531.02,0531.02,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2
5320201.01,0201.01,532,Oshawa,B,35532,35,Ontario,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,7
4620047.00,0047.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900018.01,0018.01,590,Sault Ste. Marie,K,35590,35,Ontario,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,2
4620025.00,0025.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,2
5350232.00,0232.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1,0,5
4620177.00,0177.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2
5350518.00,0518.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3
8250063.00,0063.00,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,3,0,0,2,2,0,0,1,1,0,0,2
5050139.00,0139.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620290.01,0290.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,1
4620580.02,0580.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8250017.05,0017.05,825,Calgary,B,48825,48,Alberta,0,0,0,0,3,9,2,7,6,1,0,0,0,2,0,0,1
9320002.00,0002.00,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
5350170.00,0170.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,7,5,2,0,6,2,0,0,1,3,0,0,6
5350420.03,0420.03,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,4
5800190.00,0190.00,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5050501.00,0501.00,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,1,2
6020521.01,0521.01,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,2
6020001.00,0001.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,5,0,0,4,2,0,0,3,5,0,0,5
5350324.05,0324.05,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9330185.17,0185.17,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,1
5320105.09,0105.09,532,Oshawa,B,35532,35,Ontario,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
4470015.00,0015.00,447,Drummondville,K,24447,24,Quebec / Québec,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
8250038.27,0038.27,825,Calgary,B,48825,48,Alberta,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5370019.00,0019.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,5,6,0,0,1,1,0,0,3,2,0,0,9
5800140.00,0140.00,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,11
4620108.00,0108.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,2,0,7,0,0,0,0,0,0,0,3
6020161.00,0161.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
4080007.00,0007.00,408,Saguenay,B,24408,24,Quebec / Québec,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4
6020142.02,0142.02,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3
5050151.07,0151.07,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,2
4330111.07,0111.07,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5320105.12,0105.12,532,Oshawa,B,35532,35,Ontario,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2
5350172.00,0172.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3
4330113.01,0113.01,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,2
9700103.00,0103.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4620704.09,0704.09,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0
4620415.04,0415.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
5370001.07,0001.07,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5050509.00,0509.00,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,1,0,0,2,7,6,4,11,2,0,0,2,1,0,0,2
5590014.00,0014.00,559,Windsor,B,35559,35,Ontario,0,0,0,0,38,2,3,5,2,1,0,0,0,1,1,0,7
9150005.00,0005.00,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,0,0,0,0,1,4,8,4,4,3,1,0,0,0,0,0,8
4620869.00,0869.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,9,0,0,4,0,0,0,0,1,0,0,0
5220007.00,0007.00,522,Belleville,K,35522,35,Ontario,0,0,0,0,6,0,1,2,1,3,0,0,3,3,0,0,15
8350004.01,0004.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,2
5290011.00,0011.00,529,Peterborough,B,35529,35,Ontario,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,2
5050508.00,0508.00,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
4620413.01,0413.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5350114.00,0114.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,4,6,2,1,2,2,0,0,4,7,0,0,6
9250010.00,0010.00,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,0,0,0,1,47,14,0,4,6,5,0,0,4,1,0,0,13
4620520.04,0520.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,4,0,2,2,0,0,0,1,0,0,0,0
5350528.20,0528.20,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,6,2,2,5,0,0,0,1,0,1,0,5
8250002.23,0002.23,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
9330187.15,0187.15,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,2,0,0,0,0,0,2,2,0,2,1,0,0,1
5410107.01,0107.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,1,3,6,0,1,0,0,1,0,0,0,0,3
